RUN	Parabank	parabank	1646717792199	PArabank	3.7.6
USER	Parabank	START	1646717800033
REQUEST		request_0	1646717800059	1646717800127	OK	 
REQUEST		request_5	1646717800164	1646717800211	OK	 
REQUEST		request_8	1646717800165	1646717800231	OK	 
REQUEST		request_7	1646717800165	1646717800233	OK	 
REQUEST		request_6	1646717800164	1646717800236	OK	 
REQUEST		request_4	1646717800163	1646717800239	OK	 
REQUEST		request_11	1646717800233	1646717800247	OK	 
REQUEST		request_9	1646717800230	1646717800248	OK	 
REQUEST		request_10	1646717800231	1646717800251	OK	 
REQUEST		request_12	1646717800237	1646717800255	OK	 
REQUEST		request_13	1646717800241	1646717800261	OK	 
REQUEST		request_14	1646717800247	1646717800264	OK	 
REQUEST		request_15	1646717800250	1646717800268	OK	 
REQUEST		request_16	1646717800252	1646717800270	OK	 
REQUEST		request_19	1646717800265	1646717800281	OK	 
REQUEST		request_18	1646717800262	1646717800283	OK	 
REQUEST		request_20	1646717800269	1646717800284	OK	 
REQUEST		request_21	1646717800270	1646717800287	OK	 
REQUEST		request_17	1646717800257	1646717800288	OK	 
REQUEST		request_23	1646717800283	1646717800298	OK	 
REQUEST		request_22	1646717800282	1646717800308	OK	 
REQUEST		request_26	1646717800289	1646717800309	OK	 
REQUEST		request_25	1646717800287	1646717800311	OK	 
REQUEST		request_24	1646717800285	1646717800313	OK	 
REQUEST		request_27	1646717800298	1646717800320	OK	 
REQUEST		request_28	1646717800309	1646717800325	OK	 
REQUEST		request_29	1646717800310	1646717800327	OK	 
REQUEST		request_30	1646717800312	1646717800329	OK	 
REQUEST		request_41	1646717800322	1646717800338	OK	 
REQUEST		request_42	1646717800326	1646717800342	OK	 
REQUEST		Login_Request	1646717800161	1646717801010	OK	 
REQUEST		GET_Call_For_account_opening	1646717800314	1646717801122	KO	status.find.in([200, 209], 304), found 401
REQUEST		Login_Request Redirect 1	1646717801044	1646717802004	OK	 
REQUEST		request_45	1646717803009	1646717803029	OK	 
REQUEST		request_48	1646717803060	1646717803076	OK	 
REQUEST		request_47	1646717803058	1646717803090	OK	 
REQUEST		request_52	1646717803078	1646717803095	OK	 
REQUEST		request_50	1646717803063	1646717803097	OK	 
REQUEST		request_49	1646717803061	1646717803101	OK	 
REQUEST		request_51	1646717803064	1646717803106	OK	 
REQUEST		request_53	1646717803092	1646717803112	OK	 
REQUEST		request_55	1646717803098	1646717803116	OK	 
REQUEST		request_54	1646717803096	1646717803120	OK	 
REQUEST		request_56	1646717803102	1646717803121	OK	 
REQUEST		request_58	1646717803112	1646717803125	OK	 
REQUEST		request_59	1646717803116	1646717803133	OK	 
REQUEST		request_57	1646717803106	1646717803134	OK	 
REQUEST		request_60	1646717803120	1646717803135	OK	 
REQUEST		request_61	1646717803122	1646717803139	OK	 
REQUEST		request_62	1646717803126	1646717803142	OK	 
REQUEST		request_63	1646717803133	1646717803149	OK	 
REQUEST		request_65	1646717803136	1646717803156	OK	 
REQUEST		request_64	1646717803135	1646717803157	OK	 
REQUEST		request_67	1646717803143	1646717803159	OK	 
REQUEST		request_66	1646717803139	1646717803160	OK	 
REQUEST		request_68	1646717803149	1646717803166	OK	 
REQUEST		request_71	1646717803158	1646717803172	OK	 
REQUEST		request_46	1646717803056	1646717803366	OK	 
REQUEST		Account_Request	1646717803157	1646717803447	OK	 
REQUEST		Create_AcCount_Request	1646717803159	1646717804081	OK	 
REQUEST		request_101	1646717807117	1646717807132	OK	 
REQUEST		request_104	1646717807119	1646717807133	OK	 
REQUEST		request_103	1646717807119	1646717807136	OK	 
REQUEST		request_102	1646717807118	1646717807138	OK	 
REQUEST		request_100	1646717807116	1646717807143	OK	 
REQUEST		request_105	1646717807133	1646717807147	OK	 
REQUEST		request_121	1646717807137	1646717807152	OK	 
REQUEST		request_122	1646717807139	1646717807155	OK	 
REQUEST		request_127	1646717807148	1646717807162	OK	 
REQUEST		request_123	1646717807144	1646717807163	OK	 
REQUEST		request_79	1646717807115	1646717807461	OK	 
REQUEST		request_107	1646717807134	1646717807465	OK	 
USER	Parabank	END	1646717810497
